episode,total_reward,epsilon,loss,episode_length,high_score,max_y
1979,82.2000,0.0100,12.5248,20,1011.6000,5
1980,741.5000,0.0100,10.4534,73,1011.6000,7
1981,638.7000,0.0100,10.7584,96,1011.6000,7
1982,422.3000,0.0100,11.2720,65,1011.6000,7
1983,250.3000,0.0100,10.1111,60,1011.6000,7
1984,833.2000,0.0100,11.4775,96,1011.6000,7
1985,741.5000,0.0100,11.5951,73,1011.6000,7
1986,308.9000,0.0100,11.8322,49,1011.6000,7
1987,743.9000,0.0100,11.0897,74,1011.6000,7
1988,625.2000,0.0100,11.4515,65,1011.6000,7
1989,868.4000,0.0100,11.6875,94,1011.6000,7
1990,438.3000,0.0100,11.3144,65,1011.6000,7
1991,499.3000,0.0100,11.3856,60,1011.6000,7
1992,540.3000,0.0100,11.8246,60,1011.6000,7
1993,712.0000,0.0100,11.6196,73,1011.6000,7
1994,739.5000,0.0100,11.3514,73,1011.6000,7
1995,857.3000,0.0100,10.9636,90,1011.6000,7
1996,725.0000,0.0100,10.7652,73,1011.6000,7
1997,478.0000,0.0100,11.5537,73,1011.6000,7
1998,655.8000,0.0100,11.9280,90,1011.6000,7
1999,211.6000,0.0100,9.9397,26,1011.6000,7
2000,637.4000,0.0100,12.0466,94,1011.6000,7
2001,508.6000,0.0100,10.9522,62,1011.6000,7
2002,877.4000,0.0100,11.0473,94,1011.6000,7
2003,82.0000,0.0100,11.7275,23,1011.6000,7
2004,714.5000,0.0100,10.6218,73,1011.6000,7
2005,299.2000,0.0100,12.2024,45,1011.6000,7
2006,743.5000,0.0100,10.1036,73,1011.6000,7
2007,309.5000,0.0100,11.8660,53,1011.6000,7
2008,701.5000,0.0100,10.5946,73,1011.6000,7
2009,256.5000,0.0100,10.4513,53,1011.6000,7
2010,716.4000,0.0100,10.8309,74,1011.6000,7
2011,295.2000,0.0100,10.2769,56,1011.6000,7
2012,756.5000,0.0100,11.7541,73,1011.6000,7
2013,716.5000,0.0100,10.9086,73,1011.6000,7
2014,301.2000,0.0100,10.3852,45,1011.6000,7
2015,108.6000,0.0100,12.9282,37,1011.6000,6
2016,703.9000,0.0100,10.7065,73,1011.6000,7
2017,309.1000,0.0100,10.6447,62,1011.6000,7
2018,670.8000,0.0100,11.3189,65,1011.6000,7
2019,876.3000,0.0100,11.9209,90,1011.6000,7
2020,727.0000,0.0100,11.8511,73,1011.6000,7
2021,472.5000,0.0100,11.4788,73,1011.6000,7
2022,863.5000,0.0100,9.9778,93,1011.6000,7
2023,10.2000,0.0100,11.6290,16,1011.6000,3
2024,635.0000,0.0100,10.7582,68,1011.6000,7
2025,429.0000,0.0100,11.8020,68,1011.6000,7
2026,525.6000,0.0100,11.0840,62,1011.6000,7
2027,305.4000,0.0100,10.8035,49,1011.6000,7
2028,640.7000,0.0100,10.7034,96,1011.6000,7
2029,715.5000,0.0100,11.8453,73,1011.6000,7
2030,694.0000,0.0100,12.0187,73,1011.6000,7
2031,508.3000,0.0100,11.9220,49,1011.6000,7
2032,652.8000,0.0100,12.4637,105,1011.6000,7
2033,630.2000,0.0100,12.5906,96,1011.6000,7
2034,254.8000,0.0100,12.4057,40,1011.6000,7
2035,233.0000,0.0100,11.0559,53,1011.6000,7
2036,475.8000,0.0100,10.9706,60,1011.6000,7
2037,863.3000,0.0100,10.8859,90,1011.6000,7
2038,658.7000,0.0100,12.2012,60,1011.6000,7
2039,72.3000,0.0100,12.9133,20,1011.6000,5
2040,415.5000,0.0100,11.7426,58,1011.6000,7
2041,691.9000,0.0100,13.0990,74,1011.6000,7
2042,860.7000,0.0100,11.0459,96,1011.6000,7
2043,82.2000,0.0100,13.0027,20,1011.6000,5
2044,82.2000,0.0100,13.7612,20,1011.6000,5
2045,479.4000,0.0100,11.2402,74,1011.6000,7
2046,707.4000,0.0100,11.2867,74,1011.6000,7
2047,69.4000,0.0100,11.4902,23,1011.6000,5
2048,440.2000,0.0100,11.9926,60,1011.6000,7
2049,93.6000,0.0100,12.9091,16,1011.6000,6
2050,448.3000,0.0100,12.4448,60,1011.6000,7
2051,232.2000,0.0100,13.2496,40,1011.6000,7
2052,285.8000,0.0100,10.8973,49,1011.6000,7
2053,706.4000,0.0100,11.9290,74,1011.6000,7
2054,725.5000,0.0100,12.7604,73,1011.6000,7
2055,728.0000,0.0100,12.3439,73,1011.6000,7
2056,471.5000,0.0100,12.9770,73,1011.6000,7
2057,209.0000,0.0100,11.5443,58,1011.6000,7
2058,284.7000,0.0100,14.4270,45,1011.6000,7
2059,93.5000,0.0100,11.9722,23,1011.6000,6
2060,498.0000,0.0100,12.0866,73,1011.6000,7
2061,443.3000,0.0100,12.3282,55,1011.6000,7
2062,487.8000,0.0100,13.2092,85,1011.6000,7
2063,498.5000,0.0100,12.1995,73,1011.6000,7
2064,484.4000,0.0100,12.6250,74,1011.6000,7
2065,704.9000,0.0100,11.3256,74,1011.6000,7
2066,704.3000,0.0100,10.2608,74,1011.6000,7
2067,496.5000,0.0100,12.0056,73,1011.6000,7
2068,210.0000,0.0100,13.0216,58,1011.6000,7
2069,926.9000,0.0100,13.8978,73,1011.6000,7
2070,429.0000,0.0100,12.2127,58,1011.6000,7
2071,87.4000,0.0100,10.9553,34,1011.6000,6
2072,307.0000,0.0100,11.1618,37,1011.6000,7
2073,289.8000,0.0100,12.9068,49,1011.6000,7
2074,293.2000,0.0100,11.3594,66,1011.6000,7
2075,743.9000,0.0100,10.2374,74,1011.6000,7
2076,502.5000,0.0100,12.4750,73,1011.6000,7
2077,694.0000,0.0100,10.4059,73,1011.6000,7
2078,93.6000,0.0100,11.5113,16,1011.6000,6
2079,864.0000,0.0100,10.9544,93,1011.6000,7
2080,307.0000,0.0100,10.7411,37,1011.6000,7
2081,692.9000,0.0100,12.0026,74,1011.6000,7
2082,288.8000,0.0100,10.3622,49,1011.6000,7
2083,869.1000,0.0100,11.3736,107,1011.6000,7
2084,864.9000,0.0100,10.9782,99,1011.6000,7
2085,699.2000,0.0100,11.4507,120,1011.6000,7
2086,489.0000,0.0100,9.9341,73,1011.6000,7
2087,435.2000,0.0100,10.4266,60,1011.6000,7
2088,504.5000,0.0100,10.6875,73,1011.6000,7
2089,290.8000,0.0100,12.9013,49,1011.6000,7
2090,860.3000,0.0100,11.2830,90,1011.6000,7
2091,286.8000,0.0100,10.1459,49,1011.6000,7
2092,292.4000,0.0100,11.2443,53,1011.6000,7
2093,422.0000,0.0100,12.1984,58,1011.6000,7
2094,638.9000,0.0100,11.5856,58,1011.6000,7
2095,702.3000,0.0100,9.8072,74,1011.6000,7
2096,636.4000,0.0100,10.0384,58,1011.6000,7
2097,288.8000,0.0100,10.0247,49,1011.6000,7
2098,484.0000,0.0100,12.9227,73,1011.6000,7
2099,434.0000,0.0100,11.4233,58,1011.6000,7
2100,862.5000,0.0100,11.2297,93,1011.6000,7
2101,703.5000,0.0100,12.0184,73,1011.6000,7
2102,82.2000,0.0100,10.0030,20,1011.6000,5
2103,444.0000,0.0100,10.5949,58,1011.6000,7
2104,440.2000,0.0100,11.8556,60,1011.6000,7
2105,843.5000,0.0100,12.3762,93,1011.6000,7
2106,502.2000,0.0100,11.9426,66,1011.6000,7
2107,439.2000,0.0100,11.6095,60,1011.6000,7
2108,501.5000,0.0100,11.9255,73,1011.6000,7
2109,314.8000,0.0100,11.7398,45,1011.6000,7
2110,432.0000,0.0100,11.2128,58,1011.6000,7
2111,440.2000,0.0100,12.3753,60,1011.6000,7
2112,437.2000,0.0100,11.4971,60,1011.6000,7
2113,860.4000,0.0100,11.8919,94,1011.6000,7
2114,642.1000,0.0100,11.2423,97,1011.6000,7
2115,82.2000,0.0100,13.3309,20,1011.6000,5
2116,439.2000,0.0100,10.5190,60,1011.6000,7
2117,303.3000,0.0100,12.3283,45,1011.6000,7
2118,614.7000,0.0100,10.4361,96,1011.6000,7
2119,242.9000,0.0100,11.1816,39,1011.6000,7
2120,254.3000,0.0100,13.0576,60,1011.6000,7
2121,71.0000,0.0100,10.8425,23,1011.6000,5
2122,465.8000,0.0100,12.0858,60,1011.6000,7
2123,226.3000,0.0100,11.7796,55,1011.6000,7
2124,456.5000,0.0100,11.4760,68,1011.6000,7
2125,640.9000,0.0100,11.0089,58,1011.6000,7
2126,233.6000,0.0100,10.1029,37,1011.6000,7
2127,100.1000,0.0100,9.5139,37,1011.6000,6
2128,419.8000,0.0100,11.6289,90,1011.6000,7
2129,868.4000,0.0100,10.1410,94,1011.6000,7
2130,435.0000,0.0100,11.3937,58,1011.6000,7
2131,852.3000,0.0100,12.1419,100,1011.6000,7
2132,231.5000,0.0100,11.5680,68,1011.6000,7
2133,442.0000,0.0100,11.0120,57,1011.6000,7
2134,443.0000,0.0100,11.0732,58,1011.6000,7
2135,114.7000,0.0100,11.5678,41,1011.6000,6
2136,93.6000,0.0100,14.1594,16,1011.6000,6
2137,312.2000,0.0100,11.7001,66,1011.6000,7
2138,92.2000,0.0100,10.1116,20,1011.6000,6
2139,498.8000,0.0100,10.8207,44,1011.6000,7
2140,516.2000,0.0100,11.5595,66,1011.6000,7
2141,849.1000,0.0100,11.0561,86,1011.6000,7
2142,92.2000,0.0100,12.4237,20,1011.6000,6
2143,244.3000,0.0100,11.9931,40,1011.6000,7
2144,928.9000,0.0100,11.0503,73,1011.6000,7
2145,510.2000,0.0100,11.0580,45,1011.6000,7
2146,440.2000,0.0100,12.6493,60,1011.6000,7
2147,444.0000,0.0100,9.4391,58,1011.6000,7
2148,307.0000,0.0100,10.7946,37,1011.6000,7
2149,93.6000,0.0100,13.7674,16,1011.6000,6
2150,706.0000,0.0100,11.5789,73,1011.6000,7
2151,444.3000,0.0100,12.0561,55,1011.6000,7
2152,86.4000,0.0100,12.9583,49,1011.6000,7
2153,660.7000,0.0100,11.9515,60,1011.6000,7
2154,93.6000,0.0100,12.0059,16,1011.6000,6
2155,93.6000,0.0100,10.3605,16,1011.6000,6
2156,82.7000,0.0100,18.5589,15,1011.6000,5
2157,92.2000,0.0100,9.7482,20,1011.6000,6
2158,652.3000,0.0100,10.8148,65,1011.6000,7
2159,437.7000,0.0100,12.1773,96,1011.6000,7
2160,314.8000,0.0100,11.5785,45,1011.6000,7
2161,313.3000,0.0100,12.8305,45,1011.6000,7
2162,93.6000,0.0100,16.2418,16,1011.6000,6
2163,93.6000,0.0100,13.4057,16,1011.6000,6
2164,93.6000,0.0100,14.9200,16,1011.6000,6
2165,93.6000,0.0100,13.1622,16,1011.6000,6
2166,82.1000,0.0100,15.9205,16,1011.6000,5
2167,93.6000,0.0100,12.2022,16,1011.6000,6
2168,285.2000,0.0100,12.5073,66,1011.6000,7
2169,93.6000,0.0100,11.6713,16,1011.6000,6
2170,509.7000,0.0100,12.7550,45,1011.6000,7
2171,427.3000,0.0100,13.2812,60,1011.6000,7
2172,662.2000,0.0100,10.6945,60,1011.6000,7
2173,445.3000,0.0100,12.6925,60,1011.6000,7
2174,93.6000,0.0100,13.4972,16,1011.6000,6
2175,93.6000,0.0100,13.8064,16,1011.6000,6
2176,93.6000,0.0100,13.0218,16,1011.6000,6
2177,93.6000,0.0100,13.6643,16,1011.6000,6
2178,93.6000,0.0100,11.0263,16,1011.6000,6
2179,93.6000,0.0100,16.1818,16,1011.6000,6
2180,92.2000,0.0100,13.0529,20,1011.6000,6
2181,840.0000,0.0100,11.8872,93,1011.6000,7
2182,121.4000,0.0100,9.9724,34,1011.6000,7
2183,304.8000,0.0100,13.2614,45,1011.6000,7
2184,439.2000,0.0100,12.3137,60,1011.6000,7
2185,644.6000,0.0100,12.5774,107,1011.6000,7
2186,454.3000,0.0100,11.4051,60,1011.6000,7
2187,304.8000,0.0100,13.1672,45,1011.6000,7
2188,93.6000,0.0100,13.0150,16,1011.6000,6
2189,517.6000,0.0100,11.7880,62,1011.6000,7
2190,847.3000,0.0100,12.0935,90,1011.6000,7
2191,91.4000,0.0100,10.2985,23,1011.6000,6
2192,313.8000,0.0100,10.5409,45,1011.6000,7
2193,838.6000,0.0100,11.5112,107,1011.6000,7
2194,717.4000,0.0100,11.4154,74,1011.6000,7
2195,437.2000,0.0100,12.0302,60,1011.6000,7
2196,444.3000,0.0100,13.0141,55,1011.6000,7
2197,307.0000,0.0100,12.3176,37,1011.6000,7
2198,93.6000,0.0100,12.5456,16,1011.6000,6
2199,307.0000,0.0100,13.2318,37,1011.6000,7
2200,307.0000,0.0100,12.0688,37,1011.6000,7
2201,440.8000,0.0100,13.0950,60,1011.6000,7
2202,703.9000,0.0100,13.2660,74,1011.6000,7
2203,89.4000,0.0100,14.2230,49,1011.6000,7
2204,231.5000,0.0100,11.7386,53,1011.6000,7
2205,306.0000,0.0100,12.4410,37,1011.6000,7
2206,840.2000,0.0100,12.0498,86,1011.6000,7
2207,83.9000,0.0100,13.0586,13,1011.6000,5
2208,83.9000,0.0100,12.9557,13,1011.6000,5
2209,295.6000,0.0100,13.1258,56,1011.6000,7
2210,81.0000,0.0100,10.0139,17,1011.6000,5
2211,68.7000,0.0100,11.7554,30,1011.6000,5
2212,659.7000,0.0100,13.4268,60,1011.6000,7
2213,443.3000,0.0100,12.6660,60,1011.6000,7
2214,306.0000,0.0100,11.6320,37,1011.6000,7
2215,307.0000,0.0100,11.9007,37,1011.6000,7
2216,70.8000,0.0100,9.3533,14,1011.6000,5
2217,68.7000,0.0100,11.9645,30,1011.6000,5
2218,1347.0000,0.0100,11.5816,177,1347.0000,7
2219,93.6000,0.0100,13.9168,16,1347.0000,6
2220,1073.0000,0.0100,11.8293,97,1347.0000,7
2221,304.3000,0.0100,13.2988,45,1347.0000,7
2222,291.6000,0.0100,11.6504,62,1347.0000,7
2223,639.0000,0.0100,11.8971,93,1347.0000,7
2224,915.2000,0.0100,12.3142,125,1347.0000,7
2225,82.0000,0.0100,12.6236,23,1347.0000,6
2226,224.0000,0.0100,12.8209,53,1347.0000,7
2227,629.7000,0.0100,11.0190,86,1347.0000,7
2228,659.3000,0.0100,11.8649,100,1347.0000,7
2229,235.0000,0.0100,10.6473,53,1347.0000,7
2230,837.6000,0.0100,10.3508,107,1347.0000,7
2231,304.3000,0.0100,11.2503,45,1347.0000,7
2232,858.8000,0.0100,10.5286,90,1347.0000,7
2233,843.2000,0.0100,12.5169,96,1347.0000,7
2234,241.5000,0.0100,12.1743,53,1347.0000,7
2235,640.8000,0.0100,13.2863,59,1347.0000,7
2236,866.0000,0.0100,11.6622,93,1347.0000,7
2237,1067.0000,0.0100,12.0356,107,1347.0000,7
2238,307.0000,0.0100,12.7372,37,1347.0000,7
2239,248.7000,0.0100,10.9964,61,1347.0000,7
2240,876.2000,0.0100,12.9257,96,1347.0000,7
2241,437.2000,0.0100,12.3254,60,1347.0000,7
2242,434.0000,0.0100,13.0332,58,1347.0000,7
2243,880.1000,0.0100,11.2631,87,1347.0000,7
2244,93.6000,0.0100,12.2955,16,1347.0000,6
2245,93.6000,0.0100,14.0712,16,1347.0000,6
2246,438.2000,0.0100,13.8733,60,1347.0000,7
2247,722.0000,0.0100,12.6171,62,1347.0000,7
2248,305.1000,0.0100,13.6181,41,1347.0000,7
2249,453.8000,0.0100,12.9092,60,1347.0000,7
2250,846.1000,0.0100,11.5475,86,1347.0000,7
2251,427.8000,0.0100,11.1908,65,1347.0000,7
2252,270.9000,0.0100,12.4216,68,1347.0000,7
2253,219.7000,0.0100,12.5299,36,1347.0000,7
2254,722.0000,0.0100,10.2397,62,1347.0000,7
2255,510.2000,0.0100,10.0318,45,1347.0000,7
2256,1074.9000,0.0100,11.8180,93,1347.0000,7
2257,304.3000,0.0100,12.5893,45,1347.0000,7
2258,644.5000,0.0100,10.9017,93,1347.0000,7
2259,449.7000,0.0100,11.6668,40,1347.0000,7
2260,307.0000,0.0100,9.0571,37,1347.0000,7
2261,241.3000,0.0100,10.9929,40,1347.0000,7
2262,660.7000,0.0100,13.2482,60,1347.0000,7
2263,449.8000,0.0100,11.9061,60,1347.0000,7
2264,640.9000,0.0100,12.4504,58,1347.0000,7
2265,1075.0000,0.0100,13.0613,97,1347.0000,7
2266,840.2000,0.0100,11.0316,86,1347.0000,7
2267,305.8000,0.0100,12.4800,45,1347.0000,7
2268,513.6000,0.0100,11.7312,62,1347.0000,7
2269,501.7000,0.0100,11.2856,66,1347.0000,7
2270,305.8000,0.0100,13.1157,45,1347.0000,7
2271,444.3000,0.0100,11.5026,55,1347.0000,7
2272,639.2000,0.0100,13.0518,55,1347.0000,7
2273,311.1000,0.0100,14.2002,47,1347.0000,7
2274,640.8000,0.0100,11.7676,65,1347.0000,7
2275,304.8000,0.0100,10.1989,45,1347.0000,7
2276,301.8000,0.0100,10.6605,45,1347.0000,7
2277,512.6000,0.0100,12.4435,62,1347.0000,7
2278,300.8000,0.0100,14.1523,45,1347.0000,7
2279,512.6000,0.0100,11.2742,62,1347.0000,7
2280,56.0000,0.0100,12.8722,23,1347.0000,5
2281,305.8000,0.0100,11.3826,45,1347.0000,7
2282,526.6000,0.0100,11.8795,62,1347.0000,7
2283,295.2000,0.0100,11.5183,45,1347.0000,7
2284,300.3000,0.0100,11.5817,45,1347.0000,7
2285,1074.1000,0.0100,12.8151,96,1347.0000,7
2286,642.7000,0.0100,12.7411,111,1347.0000,7
2287,825.8000,0.0100,12.5147,80,1347.0000,7
2288,301.3000,0.0100,10.6007,45,1347.0000,7
2289,281.5000,0.0100,10.7039,37,1347.0000,7
2290,497.6000,0.0100,10.4283,62,1347.0000,7
2291,307.0000,0.0100,10.8361,37,1347.0000,7
2292,497.5000,0.0100,11.4286,62,1347.0000,7
2293,83.9000,0.0100,14.0918,13,1347.0000,5
2294,82.0000,0.0100,10.9680,17,1347.0000,5
2295,645.2000,0.0100,13.1314,86,1347.0000,7
2296,290.8000,0.0100,15.8045,45,1347.0000,7
2297,93.6000,0.0100,10.1523,16,1347.0000,6
2298,1075.3000,0.0100,11.9049,94,1347.0000,7
2299,1080.6000,0.0100,11.8734,86,1347.0000,7
2300,82.1000,0.0100,14.4610,16,1347.0000,5
2301,312.6000,0.0100,11.6565,62,1347.0000,7
2302,82.1000,0.0100,12.0621,16,1347.0000,5
2303,318.9000,0.0100,8.5783,34,1347.0000,7
2304,82.1000,0.0100,12.8842,16,1347.0000,5
2305,516.1000,0.0100,12.3820,62,1347.0000,7
2306,833.1000,0.0100,11.7289,107,1347.0000,7
2307,724.5000,0.0100,10.6690,62,1347.0000,7
2308,305.3000,0.0100,11.7919,45,1347.0000,7
2309,1069.0000,0.0100,12.1726,107,1347.0000,7
2310,847.2000,0.0100,12.2198,86,1347.0000,7
2311,305.3000,0.0100,11.7287,45,1347.0000,7
2312,510.7000,0.0100,13.2017,45,1347.0000,7
2313,82.2000,0.0100,13.6487,20,1347.0000,5
2314,1081.6000,0.0100,13.9270,86,1347.0000,7
2315,501.1000,0.0100,10.1082,62,1347.0000,7
2316,302.8000,0.0100,9.8375,45,1347.0000,7
2317,82.0000,0.0100,13.5413,23,1347.0000,6
2318,1073.3000,0.0100,12.5442,104,1347.0000,7
2319,82.2000,0.0100,14.2665,20,1347.0000,5
2320,409.0000,0.0100,11.7872,58,1347.0000,7
2321,307.0000,0.0100,13.0253,37,1347.0000,7
2322,723.5000,0.0100,12.0362,62,1347.0000,7
2323,212.3000,0.0100,15.0306,24,1347.0000,7
2324,82.0000,0.0100,11.0696,23,1347.0000,6
2325,93.6000,0.0100,13.6754,16,1347.0000,6
2326,85.4000,0.0100,13.2931,44,1347.0000,6
2327,78.4000,0.0100,12.8378,23,1347.0000,5
2328,78.4000,0.0100,9.1469,23,1347.0000,5
2329,307.0000,0.0100,12.6062,37,1347.0000,7
2330,78.4000,0.0100,13.5553,23,1347.0000,5
2331,724.5000,0.0100,12.9672,62,1347.0000,7
2332,78.4000,0.0100,10.3054,23,1347.0000,5
2333,78.4000,0.0100,12.1471,23,1347.0000,5
2334,286.8000,0.0100,14.6289,45,1347.0000,7
2335,82.2000,0.0100,16.1186,20,1347.0000,5
2336,662.2000,0.0100,13.8921,60,1347.0000,7
2337,80.2000,0.0100,14.8496,20,1347.0000,5
2338,93.6000,0.0100,10.2061,16,1347.0000,6
2339,93.6000,0.0100,11.7259,16,1347.0000,6
2340,93.6000,0.0100,10.2348,16,1347.0000,6
2341,82.2000,0.0100,13.8310,20,1347.0000,5
2342,103.5000,0.0100,11.3882,23,1347.0000,6
2343,93.6000,0.0100,11.1931,16,1347.0000,6
2344,94.5000,0.0100,16.7887,23,1347.0000,6
2345,93.6000,0.0100,14.4999,16,1347.0000,6
2346,307.0000,0.0100,13.5751,37,1347.0000,7
2347,1074.4000,0.0100,11.8936,93,1347.0000,7
2348,81.5000,0.0100,13.4419,23,1347.0000,6
2349,78.4000,0.0100,11.4259,23,1347.0000,5
2350,93.6000,0.0100,14.0217,16,1347.0000,6
2351,78.4000,0.0100,16.0639,23,1347.0000,5
2352,1073.9000,0.0100,13.4455,93,1347.0000,7
2353,93.6000,0.0100,11.0417,16,1347.0000,6
2354,78.4000,0.0100,12.5784,23,1347.0000,5
2355,93.6000,0.0100,10.5211,16,1347.0000,6
2356,93.6000,0.0100,7.6512,16,1347.0000,6
2357,80.2000,0.0100,10.5174,20,1347.0000,5
2358,78.4000,0.0100,13.2915,23,1347.0000,5
2359,93.6000,0.0100,13.7336,16,1347.0000,6
2360,72.0000,0.0100,13.6520,12,1347.0000,5
2361,93.6000,0.0100,17.3999,16,1347.0000,6
2362,78.4000,0.0100,11.0733,23,1347.0000,5
2363,82.2000,0.0100,11.3926,20,1347.0000,5
2364,81.5000,0.0100,9.8518,23,1347.0000,6
2365,80.4000,0.0100,11.2082,18,1347.0000,5
2366,78.4000,0.0100,10.6810,23,1347.0000,5
2367,93.6000,0.0100,15.5136,16,1347.0000,6
2368,720.5000,0.0100,12.3161,62,1347.0000,7
2369,1071.6000,0.0100,14.0225,86,1347.0000,7
2370,93.6000,0.0100,10.7115,16,1347.0000,6
2371,93.6000,0.0100,9.8763,16,1347.0000,6
2372,93.6000,0.0100,10.2629,16,1347.0000,6
2373,93.6000,0.0100,12.8873,16,1347.0000,6
2374,78.4000,0.0100,15.6991,23,1347.0000,5
2375,78.4000,0.0100,11.0744,23,1347.0000,5
2376,71.8000,0.0100,13.1621,14,1347.0000,5
2377,1071.5000,0.0100,10.4839,97,1347.0000,7
2378,78.4000,0.0100,11.9538,23,1347.0000,5
2379,78.4000,0.0100,9.7240,23,1347.0000,5
2380,723.0000,0.0100,12.6924,62,1347.0000,7
2381,1070.1000,0.0100,13.0956,86,1347.0000,7
2382,93.6000,0.0100,11.7755,16,1347.0000,6
2383,78.4000,0.0100,13.4457,23,1347.0000,5
2384,82.0000,0.0100,12.0034,23,1347.0000,6
2385,307.0000,0.0100,10.5758,37,1347.0000,7
2386,307.0000,0.0100,13.0533,37,1347.0000,7
2387,1137.8000,0.0100,11.1577,124,1347.0000,7
2388,81.5000,0.0100,16.6453,23,1347.0000,6
2389,1075.4000,0.0100,12.0145,94,1347.0000,7
2390,92.4000,0.0100,10.6224,23,1347.0000,6
2391,78.4000,0.0100,13.2554,23,1347.0000,5
2392,78.4000,0.0100,12.1465,23,1347.0000,5
2393,450.7000,0.0100,9.2721,40,1347.0000,7
2394,93.6000,0.0100,11.2295,16,1347.0000,6
2395,307.0000,0.0100,10.9647,37,1347.0000,7
2396,93.6000,0.0100,12.2824,16,1347.0000,6
2397,81.5000,0.0100,12.0491,23,1347.0000,6
2398,307.0000,0.0100,12.7995,37,1347.0000,7
2399,307.0000,0.0100,12.3601,37,1347.0000,7
2400,81.5000,0.0100,13.3516,23,1347.0000,6
2401,93.6000,0.0100,11.5948,16,1347.0000,6
2402,93.6000,0.0100,11.1105,16,1347.0000,6
2403,864.0000,0.0100,10.6227,93,1347.0000,7
2404,81.5000,0.0100,15.3881,23,1347.0000,6
2405,93.6000,0.0100,10.7919,16,1347.0000,6
2406,81.5000,0.0100,10.6239,23,1347.0000,6
2407,93.6000,0.0100,17.4983,16,1347.0000,6
2408,93.6000,0.0100,13.1865,16,1347.0000,6
2409,723.1000,0.0100,14.6617,62,1347.0000,7
2410,93.6000,0.0100,11.0868,16,1347.0000,6
2411,78.4000,0.0100,12.5693,23,1347.0000,5
2412,93.6000,0.0100,10.9196,16,1347.0000,6
2413,80.2000,0.0100,11.6086,20,1347.0000,5
2414,307.0000,0.0100,12.2203,37,1347.0000,7
2415,285.8000,0.0100,11.7757,29,1347.0000,7
2416,82.1000,0.0100,9.6152,16,1347.0000,5
2417,93.6000,0.0100,9.8011,16,1347.0000,6
2418,93.6000,0.0100,9.7059,16,1347.0000,6
2419,78.4000,0.0100,13.3076,23,1347.0000,5
2420,93.6000,0.0100,13.7866,16,1347.0000,6
2421,93.6000,0.0100,10.7737,16,1347.0000,6
2422,74.1000,0.0100,14.1952,12,1347.0000,5
2423,84.3000,0.0100,9.2548,15,1347.0000,6
2424,81.5000,0.0100,9.4783,23,1347.0000,6
2425,81.5000,0.0100,9.9311,23,1347.0000,6
2426,93.6000,0.0100,10.0258,16,1347.0000,6
2427,307.0000,0.0100,10.6770,37,1347.0000,7
2428,81.5000,0.0100,11.2284,23,1347.0000,6
2429,81.5000,0.0100,11.1920,23,1347.0000,6
2430,93.6000,0.0100,11.3362,16,1347.0000,6
2431,93.6000,0.0100,8.5542,16,1347.0000,6
2432,93.6000,0.0100,14.3699,16,1347.0000,6
2433,93.6000,0.0100,9.6119,16,1347.0000,6
2434,93.6000,0.0100,9.5535,16,1347.0000,6
2435,93.6000,0.0100,13.2188,16,1347.0000,6
2436,81.5000,0.0100,12.8327,23,1347.0000,6
2437,80.9000,0.0100,12.1007,23,1347.0000,5
2438,93.6000,0.0100,12.0125,16,1347.0000,6
2439,93.6000,0.0100,6.5222,16,1347.0000,6
2440,93.6000,0.0100,12.7491,16,1347.0000,6
2441,80.2000,0.0100,11.1780,20,1347.0000,5
2442,93.6000,0.0100,9.8726,16,1347.0000,6
2443,93.6000,0.0100,13.4646,16,1347.0000,6
2444,93.6000,0.0100,15.7363,16,1347.0000,6
2445,93.6000,0.0100,10.1276,16,1347.0000,6
2446,94.0000,0.0100,13.9231,23,1347.0000,6
2447,93.6000,0.0100,13.7130,16,1347.0000,6
2448,93.6000,0.0100,12.0136,16,1347.0000,6
2449,93.6000,0.0100,10.1781,16,1347.0000,6
2450,93.6000,0.0100,9.9601,16,1347.0000,6
2451,82.0000,0.0100,10.6378,23,1347.0000,6
2452,81.5000,0.0100,12.7730,23,1347.0000,6
2453,81.5000,0.0100,11.4358,23,1347.0000,6
2454,81.5000,0.0100,11.2002,23,1347.0000,6
2455,94.0000,0.0100,10.6582,23,1347.0000,6
2456,93.6000,0.0100,11.1835,16,1347.0000,6
2457,93.6000,0.0100,9.3476,16,1347.0000,6
2458,93.6000,0.0100,10.9499,16,1347.0000,6
2459,81.5000,0.0100,14.2170,23,1347.0000,6
2460,81.5000,0.0100,10.3888,23,1347.0000,6
2461,94.0000,0.0100,12.8263,23,1347.0000,6
2462,81.5000,0.0100,11.2763,23,1347.0000,6
2463,72.0000,0.0100,15.3866,12,1347.0000,5
2464,93.6000,0.0100,14.5523,16,1347.0000,6
2465,81.5000,0.0100,14.8132,23,1347.0000,6
2466,103.0000,0.0100,12.9163,23,1347.0000,6
2467,93.6000,0.0100,15.0204,16,1347.0000,6
2468,78.4000,0.0100,11.5904,23,1347.0000,5
2469,94.0000,0.0100,13.1684,23,1347.0000,6
2470,84.7000,0.0100,13.4923,16,1347.0000,5
2471,93.6000,0.0100,13.0065,16,1347.0000,6
2472,93.6000,0.0100,12.3212,16,1347.0000,6
2473,78.4000,0.0100,11.6943,23,1347.0000,5
2474,93.6000,0.0100,12.1174,16,1347.0000,6
2475,94.0000,0.0100,12.5690,23,1347.0000,6
2476,103.0000,0.0100,12.5478,23,1347.0000,6
